 Casos notificados (suspeitos/confirmados) de Dengue por local de residência - Minas Gerais
Notificações por Reg Saúde (CIR)/Municíp Res e Semana epidemiológica notific.
Período:2007
"Reg Saúde (CIR)/Municíp Res";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
".....  NOVA UNIAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  JABOTICATUBAS";-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;10
".....  SANTA LUZIA";-;1;2;1;4;5;2;1;5;8;10;4;6;7;7;9;12;6;6;5;4;2;1;-;1;3;1;-;1;2;1;-;1;-;2;-;-;1;1;-;1;1;2;1;3;3;-;1;1;1;-;-;136
"31017 Betim";10;30;39;40;44;65;67;54;85;97;83;84;88;80;106;132;112;104;118;100;74;46;31;24;16;10;8;11;6;9;5;1;5;3;5;3;6;8;5;4;1;5;6;8;5;7;20;23;25;13;12;8;1951
".....  RIO MANSO";-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  JUATUBA";-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;1;2;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;12
".....  MATEUS LEME";-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;4;-;-;-;11
".....  FLORESTAL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  MARIO CAMPOS";-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
".....  BETIM";2;9;4;4;4;9;7;8;25;26;29;22;31;46;65;91;81;84;99;86;60;37;29;19;14;9;8;11;6;9;5;1;5;1;3;2;6;3;3;4;-;2;1;7;5;6;17;16;18;10;8;5;1062
".....  SAO JOAQUIM DE BICAS";1;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;8
".....  ESMERALDAS";6;16;32;35;37;53;55;46;60;64;51;60;52;33;40;38;26;19;14;10;8;5;1;2;2;-;-;-;-;-;-;-;-;1;1;-;-;3;2;-;-;1;1;-;-;1;1;4;-;2;3;2;787
".....  IGARAPE";1;3;3;1;-;1;3;-;-;5;1;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;4;-;-;-;1;-;-;-;-;-;27
".....  BRUMADINHO";-;1;-;-;2;-;-;-;-;-;1;-;2;1;-;1;1;-;4;2;4;3;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;3;3;-;1;-;33
".....  PIEDADE DOS GERAIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"31018 Contagem";2;6;11;5;14;19;22;14;35;38;43;64;67;97;115;115;93;46;58;60;51;44;23;28;20;17;13;11;9;8;10;2;5;9;6;4;2;4;3;2;6;15;16;13;9;9;26;21;17;17;14;13;1371
".....  CONTAGEM";2;6;11;3;11;18;20;13;32;36;40;58;64;90;110;109;78;42;53;57;48;41;23;28;17;13;13;11;8;8;8;2;5;8;6;4;2;4;3;1;3;12;11;6;7;8;22;17;16;15;11;10;1244
".....  IBIRITE";-;-;-;2;3;1;2;1;3;2;3;6;3;7;5;4;14;3;3;3;3;3;-;-;3;1;-;-;1;-;1;-;-;1;-;-;-;-;-;1;3;3;3;6;2;1;3;4;-;2;2;3;111
".....  SARZEDO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;2;-;-;-;-;-;-;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;1;-;1;-;1;-;16
"31019 Curvelo";1;5;4;6;6;10;14;15;28;54;46;42;72;41;65;71;71;33;29;33;26;31;32;9;7;12;3;5;3;2;5;-;1;1;2;1;2;-;1;1;3;3;1;3;3;-;2;2;3;3;1;5;819
".....  TRES MARIAS";-;-;1;2;1;-;1;2;1;-;2;-;1;1;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
".....  SANTO HIPOLITO";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  BUENOPOLIS";-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  AUGUSTO DE LIMA";-;-;-;-;-;-;-;-;-;2;-;1;1;1;2;6;7;6;6;2;1;1;-;-;-;5;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44
".....  CORINTO";-;2;-;2;1;6;7;12;13;24;15;21;37;16;28;29;36;9;2;20;4;3;-;-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;294
".....  FELIXLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  CURVELO";1;1;2;2;4;2;6;1;14;26;29;20;30;20;31;34;25;16;19;11;19;26;31;8;7;7;2;4;3;2;1;-;1;-;-;-;2;-;1;1;3;2;1;3;1;-;2;2;3;3;1;4;434
".....  PRESIDENTE JUSCELINO";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2
".....  MONJOLOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  INIMUTABA";-;2;1;-;-;1;-;-;-;1;-;-;-;1;3;-;3;1;1;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"31020 Guanhães";-;-;-;-;-;2;2;-;-;-;1;-;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;7;1;2;-;3;1;-;1;-;25
".....  VIRGINOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
".....  GUANHAES";-;-;-;-;-;2;2;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6;1;2;-;3;1;-;1;-;22
".....  SABINOPOLIS";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"31021 Itabira";-;1;1;2;2;1;-;1;2;3;-;5;3;-;3;10;7;2;2;3;3;2;-;2;-;1;2;-;2;1;-;-;1;-;-;-;-;-;-;1;2;2;5;1;4;1;1;3;1;1;3;1;88
".....  SANTA MARIA DE ITABIRA";-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  SANTA BARBARA";-;-;-;1;1;-;-;-;1;-;-;1;-;-;-;2;1;-;-;1;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
".....  FERROS";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
".....  ITABIRA";-;-;1;1;-;-;-;1;1;1;-;3;-;-;3;8;5;2;2;-;-;1;-;2;-;-;1;-;2;1;-;-;-;-;-;-;-;-;-;1;-;2;3;-;4;1;1;3;1;1;2;1;55
".....  SAO SEBASTIAO DO RIO PRETO";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  BOM JESUS DO AMPARO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
".....  BARAO DE COCAIS";-;1;-;-;1;1;-;-;-;1;-;-;-;-;-;-;1;-;-;2;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;1;-;15
"31022 Ouro Preto";1;-;5;6;5;3;1;-;2;-;-;-;1;1;-;1;1;1;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;2;1;-;-;-;3;2;-;2;-;44
".....  OURO PRETO";-;-;2;1;2;2;1;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;1;-;15
".....  MARIANA";-;-;-;3;1;1;-;-;-;-;-;-;1;-;-;1;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;-;-;-;2;1;-;-;-;17
".....  ITABIRITO";1;-;3;2;2;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;12
"31023 João Monlevade";-;5;1;3;-;1;2;3;-;4;4;3;3;14;24;24;15;22;19;15;25;21;2;12;4;4;-;-;-;-;1;-;-;-;3;-;-;-;-;1;1;2;2;3;1;1;2;2;2;3;1;-;255
".....  RIO PIRACICABA";-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
".....  BELA VISTA DE MINAS";-;-;1;1;-;-;-;-;-;3;-;1;-;4;11;4;-;1;-;2;6;11;1;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;1;-;54
".....  JOAO MONLEVADE";-;5;-;2;-;1;1;3;-;1;4;1;2;5;12;8;10;7;13;12;14;4;-;9;3;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;1;2;-;1;2;1;-;2;-;-;132
".....  SAO DOMINGOS DO PRATA";-;-;-;-;-;-;-;-;-;-;-;-;1;3;1;12;4;14;5;1;5;4;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;54
".....  NOVA ERA";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;9
"31024 Sete Lagoas";1;3;3;3;12;10;15;4;42;35;60;74;94;65;68;46;43;19;26;18;21;12;8;5;3;5;4;9;5;3;10;5;-;3;2;-;4;-;1;-;2;5;3;1;5;1;6;4;3;5;6;4;786
".....  PAINEIRAS";-;-;-;-;-;-;-;-;1;-;-;-;-;2;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
".....  CAETANOPOLIS";-;-;-;-;-;-;-;-;-;2;1;-;2;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;11
".....  JEQUITIBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2
".....  PEQUI";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  POMPEU";1;1;-;-;2;-;-;-;-;2;1;-;-;-;-;-;-;1;-;1;-;-;2;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;16
".....  BIQUINHAS";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  FUNILANDIA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3
".....  CEDRO DO ABAETE";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  SETE LAGOAS";-;2;1;-;3;1;4;1;3;2;5;6;7;4;8;13;14;2;13;6;12;8;3;3;2;4;3;3;2;1;8;3;-;2;1;-;2;-;-;-;1;2;1;1;2;-;3;2;-;3;2;1;170
".....  MORADA NOVA DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  CORDISBURGO";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  INHAUMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
".....  BALDIM";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  PARAOPEBA";-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;1;1;3;-;-;-;1;-;-;6;1;1;1;-;-;-;-;-;-;-;1;-;-;1;-;-;2;1;1;1;2;-;1;-;28
".....  CAPIM BRANCO";-;-;-;-;-;-;2;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;7
".....  CACHOEIRA DA PRATA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;4
".....  QUARTEL GERAL";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  ABAETE";-;-;2;3;5;8;8;3;37;28;47;67;81;58;54;31;28;14;12;8;6;4;3;2;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;513
".....  ARACAI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
".....  PAPAGAIOS";-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;1;-;-;7
".....  PRUDENTE DE MORAIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  FORTUNA DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"31025 Vespasiano/Lagoa Santa";3;2;1;1;3;7;2;3;9;4;10;20;17;12;9;17;25;26;15;20;19;11;5;7;7;6;1;1;3;1;1;-;-;-;2;-;-;1;2;-;3;7;3;3;1;3;4;5;9;6;6;7;330
".....  LAGOA SANTA";-;-;-;-;1;2;-;-;3;1;2;1;4;-;-;5;13;14;5;10;12;2;3;-;-;2;1;1;1;1;-;-;-;-;1;-;-;1;1;-;-;1;-;1;-;-;3;-;-;-;-;-;92
".....  SAO JOSE DA LAPA";-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  CONFINS";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3
".....  PEDRO LEOPOLDO";-;1;-;-;-;2;1;-;1;2;3;2;2;-;3;1;3;5;1;1;-;2;-;3;4;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;4;6;2;3;3;58
".....  VESPASIANO";3;1;-;1;2;2;1;3;4;-;4;16;10;12;5;10;9;7;9;8;6;7;1;4;3;1;-;-;1;-;1;-;-;-;-;-;-;-;1;-;1;5;3;1;-;1;1;-;-;-;2;2;148
".....  MATOZINHOS";-;-;1;-;-;-;-;-;1;-;-;1;1;-;1;1;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;1;-;1;-;1;3;4;1;2;25
"31026 Diamantina/Itamarandiba";-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;4
".....  ITAMARANDIBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
".....  DIAMANTINA";-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"31027 Turmalina/Minas Novas/Capelinha";-;-;-;-;1;-;-;-;-;-;1;-;-;-;2;-;-;-;5;2;-;2;1;-;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;4;2;-;-;-;-;-;-;28
".....  CHAPADA DO NORTE";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;4;2;-;-;-;-;-;-;11
".....  CAPELINHA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;4;2;-;2;1;-;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;17
"31028 Bom Despacho";5;7;5;22;26;22;51;33;60;87;105;133;114;95;111;120;124;58;72;70;55;29;21;18;21;12;9;14;4;4;1;10;1;8;4;2;6;13;25;26;11;15;20;20;19;4;18;2;16;18;19;22;1787
".....  BOM DESPACHO";5;7;5;20;25;22;48;33;58;77;97;122;103;83;91;105;101;41;53;58;42;26;18;15;16;7;6;7;-;2;1;10;-;6;1;-;1;7;4;2;2;3;2;6;4;1;6;-;1;3;4;5;1362
".....  MOEMA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;-;3;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;16
".....  ESTRELA DO INDAIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
".....  DORES DO INDAIA";-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;-;-;1;4;1;2;-;-;1;1;2;1;6;3;2;-;-;1;1;1;2;5;6;21;24;9;12;18;14;15;3;10;2;12;14;13;17;228
".....  LUZ";-;-;-;-;-;-;1;-;-;-;3;-;1;5;6;6;14;7;4;5;6;3;3;2;-;3;2;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;74
".....  MARTINHO CAMPOS";-;-;-;2;1;-;2;-;2;10;5;10;7;7;12;7;9;6;8;5;4;-;-;-;4;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;105
"31030 Formiga";3;1;-;1;5;1;2;2;1;1;6;11;6;9;11;21;34;6;20;13;14;3;1;5;4;4;1;3;2;1;2;1;1;3;4;1;7;-;2;4;8;4;3;2;2;1;2;3;4;4;2;2;254
".....  FORMIGA";3;1;-;-;4;1;1;2;1;1;6;11;6;8;11;21;34;6;20;13;14;3;1;5;4;3;1;3;2;1;1;1;1;3;4;1;7;-;2;3;6;4;3;2;2;1;2;2;4;4;2;2;244
".....  PAINS";-;-;-;1;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;1;-;-;-;-;10
"31031 Itaúna";-;1;1;1;-;4;2;-;4;1;1;3;5;4;2;1;6;3;5;3;1;2;2;-;-;2;1;-;2;-;2;1;-;-;-;-;1;-;1;1;2;2;1;1;1;-;2;2;1;2;-;-;77
".....  ITAUNA";-;1;-;1;-;4;2;-;4;1;-;3;3;-;2;-;2;-;2;2;-;1;1;-;-;1;1;-;2;-;2;1;-;-;-;-;1;-;-;-;1;1;-;1;1;-;2;2;1;2;-;-;48
".....  ITAGUARA";-;-;1;-;-;-;-;-;-;-;1;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
".....  ITATIAIUCU";-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;1;3;3;3;1;1;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;-;-;-;-;-;-;-;-;-;24
"31032 Pará de Minas/Nova Serrana";-;-;3;-;1;6;5;-;6;3;12;8;18;8;23;24;27;8;14;24;28;15;6;6;3;6;6;3;5;3;1;2;1;-;-;3;-;2;1;1;1;4;-;2;1;4;3;3;3;3;1;2;309
".....  PITANGUI";-;-;1;-;-;-;1;-;-;-;2;2;3;2;-;1;1;2;5;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;25
".....  LEANDRO FERREIRA";-;-;1;-;-;-;-;-;1;1;1;-;1;-;-;-;-;-;1;1;11;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24
".....  NOVA SERRANA";-;-;1;-;1;3;2;-;3;1;5;4;12;5;21;19;22;5;5;23;12;7;2;3;1;4;2;3;2;3;1;1;1;-;-;1;-;1;1;1;1;2;-;-;1;-;2;2;1;3;-;1;191
".....  PARA DE MINAS";-;-;-;-;-;3;2;-;1;-;2;2;1;1;2;3;2;1;2;-;3;-;-;2;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;2;-;4;1;1;1;-;-;-;40
".....  SAO JOSE DA VARGINHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  CONCEICAO DO PARA";-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;5
".....  IGARATINGA";-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2;-;-;-;1;3;4;-;1;1;4;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;23
"31034 Caratinga";1;4;6;2;42;25;28;21;15;61;103;245;211;143;174;141;89;43;61;22;14;8;6;2;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3;1;5;-;1;2;1;-;-;-;1482
".....  PIEDADE DE CARATINGA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  SANTA BARBARA DO LESTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
