 Casos notificados (suspeitos/confirmados) de Dengue por local de residência - Minas Gerais
Notificações por Reg Saúde (CIR)/Municíp Res e Semana epidemiológica notific.
Período:2012
"Reg Saúde (CIR)/Municíp Res";"Em Branco";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
".....  IGUATAMA";-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  CORREGO DANTA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  FORMIGA";-;4;1;2;2;3;-;1;1;4;1;1;2;-;2;-;-;5;1;-;-;1;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;1;-;-;2;2;2;2;-;1;-;-;-;1;-;45
".....  CORREGO FUNDO";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  MEDEIROS";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  PAINS";1;-;3;-;-;-;4;2;1;1;-;1;4;-;-;2;13;4;4;4;2;1;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;1;-;-;-;54
"31031 Itaúna";-;1;3;3;1;5;3;1;1;1;4;-;4;2;1;3;3;1;3;1;2;1;3;2;-;-;-;1;-;-;1;-;-;-;-;-;1;2;6;1;-;-;-;2;2;3;-;5;-;3;-;-;-;76
".....  ITAUNA";-;1;2;2;1;4;3;1;1;-;4;-;3;1;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2;6;-;-;-;-;2;2;3;-;5;-;3;-;-;-;51
".....  ITAGUARA";-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;8
".....  ITATIAIUCU";-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;3;3;-;3;1;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"31032 Pará de Minas/Nova Serrana";-;5;16;10;17;9;8;14;14;19;22;37;52;53;36;49;70;50;42;97;27;44;33;26;48;37;16;15;16;4;6;3;6;6;9;2;6;6;7;4;8;8;6;15;10;10;8;11;6;9;4;3;2;1041
".....  PITANGUI";-;1;2;2;3;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;1;-;-;-;17
".....  LEANDRO FERREIRA";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;5
".....  NOVA SERRANA";-;2;8;1;7;6;6;11;11;19;19;34;48;50;35;40;62;46;39;92;27;42;31;23;43;32;11;13;15;3;4;3;5;5;6;1;4;4;3;4;8;6;6;13;9;7;8;6;5;5;2;3;2;895
".....  PARA DE MINAS";-;2;3;3;3;2;1;1;3;-;2;1;4;2;1;3;5;2;3;3;-;-;2;1;4;4;5;1;1;-;2;-;-;1;2;1;2;2;2;-;-;1;-;-;1;1;-;3;1;1;1;-;-;83
".....  SAO JOSE DA VARGINHA";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  CONCEICAO DO PARA";-;-;2;-;1;1;1;-;-;-;-;-;-;1;-;3;2;1;-;2;-;1;-;1;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;21
".....  ONCA DE PITANGUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  IGARATINGA";-;-;1;4;3;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;2;-;-;-;-;-;18
"31034 Caratinga";-;10;1;3;2;3;4;10;3;11;19;29;11;4;10;9;8;12;6;9;5;6;1;5;3;4;4;1;2;3;1;2;1;2;1;1;1;1;1;2;-;1;1;-;1;-;-;-;1;2;1;2;2;222
".....  PIEDADE DE CARATINGA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  SANTA BARBARA DO LESTE";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  ENTRE FOLHAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  CARATINGA";-;3;1;3;1;2;2;5;-;7;2;8;6;4;5;5;6;9;3;9;4;3;-;5;3;4;2;1;2;2;1;1;1;2;1;1;-;1;1;1;-;1;1;-;-;-;-;-;-;-;-;-;-;119
".....  BOM JESUS DO GALHO";-;1;-;-;-;-;-;2;-;-;-;-;1;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;10
".....  INHAPIM";-;6;-;-;1;1;1;3;3;4;14;13;2;-;2;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;2;-;1;1;59
".....  SAO SEBASTIAO DO ANTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  UBAPORANGA";-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  VARGEM ALEGRE";-;-;-;-;-;-;-;-;-;-;2;5;1;-;1;1;1;2;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
".....  SAO DOMINGOS DAS DORES";-;-;-;-;-;-;-;-;-;-;-;2;-;-;2;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;8
"31035 Coronel Fabriciano/Timóteo";-;187;80;62;51;46;50;49;31;74;74;95;80;108;84;110;130;132;79;93;88;98;76;66;101;132;104;87;69;55;48;35;26;24;18;19;33;26;28;33;28;12;23;25;18;18;22;42;39;75;82;262;484;3911
".....  CORREGO NOVO";-;-;-;-;-;-;-;-;-;-;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  PINGO-D'AGUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;4;-;6;4;5;1;6;8;11;9;10;11;6;5;2;1;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;96
".....  CORONEL FABRICIANO";-;52;30;21;31;34;34;34;15;47;43;58;49;64;39;69;85;73;45;43;37;58;49;26;47;65;55;48;37;20;17;13;13;12;8;13;24;18;20;23;22;6;16;19;9;12;11;22;24;37;44;91;149;1931
".....  JAGUARACU";-;-;1;1;-;-;-;2;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;7
".....  MARLIERIA";-;-;1;1;-;-;-;-;-;2;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;9
".....  ANTONIO DIAS";-;5;-;4;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;14
".....  DIONISIO";-;-;2;1;-;1;1;-;-;2;1;3;8;9;4;6;7;5;6;5;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;64
".....  TIMOTEO";-;130;46;34;19;11;15;13;16;23;26;33;21;35;40;33;37;50;27;39;45;35;26;34;46;56;40;29;21;28;26;20;12;7;10;6;9;8;8;10;6;6;7;6;9;6;11;20;15;36;38;170;332;1786
"31036 Governador Valadares";-;107;93;127;200;145;158;120;119;236;229;193;227;157;118;163;193;169;128;178;130;81;105;83;76;68;58;61;77;62;36;25;20;28;60;24;25;29;28;35;72;24;17;17;17;27;27;41;34;53;41;104;129;4774
".....  DIVINOLANDIA DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
".....  MATHIAS LOBATO";-;-;-;3;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;16
".....  ITANHOMI";-;2;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;4;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;-;-;-;-;-;-;-;-;-;3;2;4;24
".....  VIRGOLANDIA";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;6
".....  SAO JOSE DA SAFIRA";-;31;27;37;42;14;9;8;6;10;10;9;2;6;2;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;216
".....  FERNANDES TOURINHO";-;-;-;-;-;2;1;1;2;7;3;6;14;7;5;11;8;6;2;2;15;2;17;14;11;9;4;15;8;13;10;3;1;1;3;1;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;210
".....  SAO GERALDO DA PIEDADE";-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;6;12
".....  GOVERNADOR VALADARES";-;41;55;68;113;88;82;65;69;131;133;114;155;114;86;116;155;141;114;146;98;67;79;60;60;55;49;35;63;41;24;20;13;24;55;21;20;25;25;28;68;21;16;16;16;27;21;31;24;34;27;75;98;3322
".....  SAO GERALDO DO BAIXIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  SOBRALIA";-;4;-;3;8;21;29;16;15;33;21;21;17;3;2;2;3;-;-;-;3;1;-;1;1;-;-;-;1;2;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;209
".....  GALILEIA";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;3;1;4;5;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
".....  ENGENHEIRO CALDAS";-;11;5;10;23;17;34;18;17;29;35;18;23;15;11;11;8;8;-;2;3;-;-;-;2;-;-;2;-;2;-;1;2;1;-;1;-;1;-;1;-;2;-;-;-;-;1;6;6;6;2;6;6;346
".....  CAPITAO ANDRADE";-;2;1;-;-;-;-;-;-;-;-;-;-;2;1;6;2;1;1;1;2;3;4;-;1;1;1;1;1;3;1;1;1;1;-;1;2;-;-;1;2;-;-;-;-;-;2;4;2;10;8;16;7;93
".....  SANTA EFIGENIA DE MINAS";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
".....  JAMPRUCA";-;-;-;-;-;-;-;1;-;2;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;7
".....  MARILAC";-;6;4;-;-;2;-;5;1;1;6;1;4;2;1;1;6;7;3;4;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58
".....  COROACI";-;2;-;-;-;-;-;-;1;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
".....  TUMIRITINGA";-;-;-;1;-;-;1;1;-;13;8;4;2;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34
".....  TARUMIRIM";-;3;-;-;-;-;-;2;5;7;9;17;10;3;7;11;2;3;3;8;4;6;2;6;1;3;2;7;3;1;-;-;2;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;1;-;-;3;134
".....  ALPERCATA";-;3;1;2;2;-;-;1;2;3;-;1;-;2;1;3;2;1;-;1;-;-;1;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;1;3;3;39
".....  GONZAGA";-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;5
".....  NACIP RAYDAN";-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;7
".....  FREI INOCENCIO";-;-;-;1;-;-;-;-;1;-;2;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;8
"31037 Ipatinga";-;42;28;58;42;46;22;36;22;43;32;31;40;51;45;41;52;60;73;89;56;57;83;64;69;63;74;69;29;33;26;27;29;18;17;15;17;11;11;15;19;11;21;22;19;38;24;75;54;96;159;371;357;2902
".....  BRAUNAS";-;2;2;-;1;1;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;2;1;15
".....  PERIQUITO";-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;1;2;3;1;-;-;1;1;-;1;2;1;-;-;-;1;-;-;1;-;-;2;1;-;-;-;-;-;-;-;1;-;-;-;-;3;40;2;67
".....  ACUCENA";-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;1;1;2;4;-;2;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;3;1;1;2;27
".....  MESQUITA";-;2;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;8
".....  SANTANA DO PARAISO";-;-;-;1;3;1;1;4;2;8;4;2;4;1;4;6;4;-;4;2;2;1;3;3;1;3;-;6;1;-;-;-;1;1;1;-;-;1;-;-;2;-;-;-;-;-;-;2;3;3;6;17;19;127
".....  IPATINGA";-;35;22;50;34;38;17;28;17;29;23;23;33;45;40;28;43;52;63;82;46;53;71;53;61;53;59;57;26;30;23;24;26;14;13;15;14;7;10;13;12;10;21;22;18;37;23;72;47;87;147;303;325;2494
".....  SAO JOAO DO ORIENTE";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
".....  IAPU";-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;8
".....  IPABA";-;-;-;2;-;2;1;-;1;3;1;-;1;1;-;3;-;-;1;2;2;1;-;4;-;1;2;1;-;-;-;2;1;-;1;-;1;-;-;1;3;-;-;-;1;-;-;-;-;1;-;3;3;46
".....  NAQUE";-;1;3;1;2;-;-;2;-;1;-;-;-;1;-;-;1;-;-;-;2;-;1;1;-;-;2;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;22
".....  JOANESIA";-;-;1;-;-;1;-;1;-;-;1;-;1;-;-;-;1;2;1;-;-;-;2;-;2;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;19
".....  BELO ORIENTE";-;1;-;1;-;-;-;-;1;1;-;1;-;-;-;1;-;1;2;-;2;1;3;2;-;2;7;-;1;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;1;2;3;3;40
".....  BUGRE";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;8
".....  DOM CAVATI";-;1;-;1;-;-;-;1;-;-;2;2;1;1;-;-;1;-;1;2;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"31038 Mantena";-;2;1;2;4;1;2;1;1;1;2;-;-;-;1;-;3;3;1;-;-;3;2;-;-;2;-;-;1;-;-;1;-;-;-;-;-;2;-;1;-;-;2;1;1;1;2;-;2;1;-;18;1;66
".....  MENDES PIMENTEL";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
".....  MANTENA";-;-;1;2;4;1;1;-;1;-;1;-;-;-;-;-;3;1;-;-;-;3;2;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;1;-;-;1;1;1;1;1;-;2;1;-;18;1;51
".....  SAO FELIX DE MINAS";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  ITABIRINHA";-;2;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
".....  DIVINO DAS LARANJEIRAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  CENTRAL DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"31040 Resplendor";-;34;26;16;48;56;83;84;69;71;36;39;15;10;6;11;13;11;7;2;4;1;-;-;2;2;1;-;3;1;-;1;1;-;1;1;-;2;1;2;1;1;2;1;2;5;1;13;5;21;18;47;22;799
".....  SANTA RITA DO ITUETO";-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  CONSELHEIRO PENA";-;3;1;1;2;2;3;2;-;1;3;2;-;1;1;1;7;3;2;1;2;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;1;1;-;-;2;1;13;3;17;14;38;20;153
".....  AIMORES";-;29;21;14;42;54;79;78;69;67;33;36;15;8;5;8;6;7;4;1;-;-;-;-;1;-;1;-;3;1;-;-;-;-;1;1;-;2;-;1;-;-;1;1;2;-;-;-;-;1;2;5;-;599
".....  RESPLENDOR";-;1;4;-;1;-;-;3;-;1;-;-;-;1;-;2;-;1;1;-;2;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;3;-;-;1;3;1;-;2;31
".....  ITUETA";-;1;-;1;1;-;1;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;4;-;13
"31041 Além Paraíba";-;2;2;1;4;3;7;-;-;-;-;-;1;1;1;1;1;1;1;1;1;2;2;3;1;2;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;2;7;1;4;4;60
".....  VOLTA GRANDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  ESTRELA DALVA";-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;6
".....  ALEM PARAIBA";-;1;1;1;4;2;3;-;-;-;-;-;1;1;1;-;-;1;-;1;-;2;-;3;1;2;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;2;-;32
".....  SANTO ANTONIO DO AVENTUREIRO";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  PIRAPETINGA";-;1;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;6;1;2;3;20
"31042 Carangola";-;1;1;-;3;1;-;1;1;3;1;2;2;6;5;1;5;1;1;-;3;-;-;2;2;3;2;-;-;1;-;1;1;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;1;2;3;60
".....  TOMBOS";-;1;1;-;-;-;-;1;-;3;-;1;-;2;2;-;5;1;-;-;3;-;-;2;2;-;1;-;-;-;-;1;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;33
".....  PEDRA DOURADA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
".....  FERVEDOURO";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  CARANGOLA";-;-;-;-;2;-;-;-;1;-;1;1;1;3;3;1;-;-;1;-;-;-;-;-;-;3;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;21
".....  ESPERA FELIZ";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3
"31044 Leopoldina/Cataguases";-;6;11;13;3;5;7;8;3;15;11;8;14;11;11;9;5;5;5;7;10;10;4;6;3;5;8;5;7;7;3;3;1;4;1;5;3;3;3;1;2;1;6;3;3;5;1;4;2;1;2;5;5;289
".....  ASTOLFO DUTRA";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  LEOPOLDINA";-;3;6;4;-;2;1;2;1;9;7;6;8;8;10;6;4;4;4;6;8;9;4;5;2;5;6;5;5;7;2;3;1;4;1;3;-;2;2;-;1;1;4;2;1;2;1;2;2;1;-;4;5;191
".....  CATAGUASES";-;1;-;3;1;-;1;2;-;2;-;1;4;2;1;1;1;-;1;-;-;-;-;-;1;-;2;-;2;-;1;-;-;-;-;2;2;1;1;1;1;-;2;1;2;3;-;2;-;-;2;1;-;48
".....  SANTANA DE CATAGUASES";-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
".....  RECREIO";-;2;4;4;2;1;5;4;2;4;2;1;1;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35
".....  DONA EUSEBIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  PALMA";-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
