 Casos notificados (suspeitos/confirmados) de Dengue por local de residência - Minas Gerais
Notificações por Reg Saúde (CIR)/Municíp Res e Semana epidemiológica notific.
Período:2021
"Reg Saúde (CIR)/Municíp Res";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
".....  SAO GONCALO DO RIO PRETO";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  GOUVEIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;1;2;1;1;-;-;-;-;-;-;1;-;-;-;9
".....  SENADOR MODESTINO GONCALVES";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  COUTO DE MAGALHAES DE MINAS";-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
".....  ITAMARANDIBA";2;2;2;3;1;-;1;2;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;17
".....  CARBONITA";-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3
".....  DATAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
".....  PRESIDENTE KUBITSCHEK";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  DIAMANTINA";1;2;-;1;-;-;-;2;1;1;1;-;-;2;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;1;2;-;2;-;-;1;-;23
"31027 Turmalina/Minas Novas/Capelinha";4;2;10;7;24;22;16;19;32;29;24;28;30;32;39;27;41;24;27;16;14;7;19;5;13;4;3;5;2;2;2;1;-;3;3;-;4;3;4;3;-;4;1;-;3;7;2;7;2;3;-;5;1;585
".....  JOSE GONCALVES DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;4
".....  CHAPADA DO NORTE";-;-;4;4;7;3;1;2;7;1;4;4;3;2;1;-;11;1;1;1;2;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;1;1;3;-;-;1;-;-;3;5;-;5;-;1;-;1;-;83
".....  CAPELINHA";1;-;2;-;1;1;1;1;1;1;1;1;-;-;1;2;-;1;-;-;3;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;2;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;25
".....  LEME DO PRADO";-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  MINAS NOVAS";2;2;1;-;6;12;13;12;12;11;10;12;11;8;12;6;11;5;8;3;1;3;8;1;7;1;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;3;1;187
".....  TURMALINA";1;-;3;3;10;6;1;4;12;15;9;10;16;22;25;18;19;17;18;11;8;4;11;3;5;3;2;3;1;2;1;1;-;3;1;-;1;-;-;3;-;1;1;-;-;-;1;2;2;2;-;1;-;282
"31028 Bom Despacho";13;4;9;11;3;4;7;12;3;8;17;30;10;10;11;3;13;10;9;12;18;17;10;9;9;8;4;4;12;4;7;3;2;5;6;5;6;4;4;2;1;6;4;4;8;7;11;10;7;12;11;28;-;447
".....  BOM DESPACHO";7;3;7;6;1;1;4;7;2;2;7;16;6;7;7;3;8;10;7;12;16;16;9;8;9;8;4;3;10;4;7;3;2;5;6;5;6;4;4;2;1;4;4;3;7;4;6;8;4;7;8;24;-;334
".....  MOEMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
".....  SERRA DA SAUDADE";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  ESTRELA DO INDAIA";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
".....  DORES DO INDAIA";4;-;-;-;1;-;2;2;-;1;-;-;-;-;2;-;2;-;-;-;1;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;1;-;22
".....  LUZ";-;1;-;1;1;1;1;3;1;2;7;8;3;1;1;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;-;-;1;1;-;-;40
".....  MARTINHO CAMPOS";1;-;2;4;-;1;-;-;-;3;3;6;1;2;1;-;1;-;2;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;2;2;3;3;2;2;-;47
"31030 Formiga";8;9;3;9;9;9;11;15;7;5;9;6;-;13;5;4;8;5;2;3;4;1;-;1;5;-;-;2;-;1;1;1;2;2;5;-;2;2;4;2;3;2;1;3;3;1;1;4;3;3;4;6;1;210
".....  BAMBUI";1;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;5
".....  IGUATAMA";2;-;-;-;-;1;1;-;-;-;1;2;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;14
".....  FORMIGA";5;7;3;9;9;6;7;14;5;5;8;3;-;13;2;4;8;3;2;3;3;1;-;-;4;-;-;2;-;-;1;1;1;2;4;-;2;2;4;2;3;2;1;2;3;1;1;2;2;3;3;5;1;174
".....  CORREGO FUNDO";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;5
".....  MEDEIROS";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  PAINS";-;2;-;-;-;1;2;1;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;11
"31031 Itaúna";4;2;2;2;3;2;-;4;1;5;6;1;1;5;4;1;5;3;2;2;6;4;2;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;1;1;-;1;-;-;-;-;3;-;-;1;1;2;-;80
".....  ITAUNA";4;2;1;2;2;1;-;3;1;4;5;-;1;5;4;1;5;-;-;2;6;3;2;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;1;1;-;1;-;-;-;-;2;-;-;1;-;1;-;64
".....  ITAGUARA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  ITATIAIUCU";-;-;1;-;1;1;-;1;-;1;1;1;-;-;-;-;-;2;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;15
"31032 Pará de Minas/Nova Serrana";21;23;26;36;29;15;13;37;39;36;61;69;43;52;40;22;41;16;24;21;32;21;29;30;13;4;6;9;8;7;4;4;4;11;3;6;10;6;14;14;10;12;6;9;7;9;10;10;10;7;7;4;-;1000
".....  PITANGUI";6;1;2;5;2;1;1;2;2;4;-;2;1;1;-;-;-;-;-;-;2;1;-;-;2;-;1;-;-;-;-;-;-;1;1;2;-;2;-;1;-;-;2;1;-;1;2;3;-;-;-;-;-;52
".....  LEANDRO FERREIRA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  NOVA SERRANA";3;3;4;1;3;1;2;8;9;14;20;15;10;9;15;5;13;6;5;3;5;5;19;26;2;1;-;-;3;3;-;-;2;2;-;1;4;-;3;4;1;2;-;2;-;1;1;1;3;1;2;-;-;243
".....  PARA DE MINAS";7;18;17;27;24;13;9;26;24;18;34;47;27;38;22;16;27;10;16;16;21;13;8;4;8;3;3;9;5;4;3;4;2;8;1;2;5;4;10;9;9;10;4;5;7;6;7;6;7;6;3;4;-;636
".....  SAO JOSE DA VARGINHA";-;1;-;1;-;-;-;-;-;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
".....  CONCEICAO DO PARA";-;-;1;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;8
".....  ONCA DE PITANGUI";4;-;1;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
".....  IGARATINGA";1;-;1;1;-;-;1;-;2;-;6;2;3;4;2;1;1;-;3;2;4;2;2;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;42
"31034 Caratinga";2;4;1;4;2;-;5;2;2;5;7;9;1;4;3;1;1;1;3;1;-;2;1;2;2;-;1;-;-;1;-;1;1;1;-;1;2;1;1;-;-;2;1;1;1;1;1;1;2;1;-;-;-;86
".....  PIEDADE DE CARATINGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;3
".....  ENTRE FOLHAS";-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  CARATINGA";2;2;-;2;2;-;4;1;1;4;7;4;-;1;2;1;1;1;-;1;-;2;1;1;-;-;1;-;-;1;-;-;-;-;-;1;2;-;1;-;-;-;1;1;1;-;-;-;-;-;-;-;-;49
".....  IMBE DE MINAS";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  BOM JESUS DO GALHO";-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;7
".....  SANTA RITA DE MINAS";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  INHAPIM";-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;7
".....  UBAPORANGA";-;-;1;-;-;-;-;1;-;-;-;1;-;2;1;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;10
".....  VARGEM ALEGRE";-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  SAO DOMINGOS DAS DORES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"31035 Coronel Fabriciano/Timóteo";12;21;15;27;15;25;45;34;40;27;49;30;22;16;17;9;16;9;16;16;17;15;18;14;14;4;6;7;7;1;4;2;4;11;6;13;8;14;13;16;3;8;8;7;11;11;23;21;16;23;23;26;5;840
".....  PINGO-D'AGUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;6
".....  CORONEL FABRICIANO";9;7;3;10;4;5;18;18;17;7;22;10;11;9;6;2;5;2;4;11;9;4;5;9;5;3;4;3;4;1;2;1;2;5;3;7;4;7;5;2;1;4;2;1;2;5;10;7;5;8;9;9;1;329
".....  JAGUARACU";-;1;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;5
".....  MARLIERIA";-;1;1;-;-;-;-;-;1;-;4;-;-;-;-;-;1;-;-;-;-;1;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;14
".....  ANTONIO DIAS";1;-;-;1;-;-;-;1;-;1;-;1;-;-;1;1;-;-;1;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;14
".....  DIONISIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;3;2;-;8
".....  TIMOTEO";2;12;10;16;11;19;27;15;21;19;23;19;11;7;10;6;10;7;11;4;7;10;8;3;8;1;2;4;3;-;2;1;2;6;3;5;3;7;7;14;2;3;5;5;8;6;13;11;11;15;11;14;4;464
"31036 Governador Valadares";17;16;18;19;51;55;59;59;84;94;136;128;99;94;91;103;130;116;113;102;113;85;83;47;47;36;31;24;28;29;15;12;21;16;14;6;7;14;7;10;4;5;7;5;9;5;8;12;21;24;24;15;2;2370
".....  DIVINOLANDIA DE MINAS";-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;10
".....  MATHIAS LOBATO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  ITANHOMI";1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  VIRGOLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  SAO JOSE DA SAFIRA";-;-;1;-;3;3;2;1;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
".....  GOVERNADOR VALADARES";14;9;10;6;14;20;13;22;31;49;50;79;52;68;62;76;102;99;105;85;108;77;82;45;46;33;29;20;22;27;13;12;18;16;13;5;7;14;7;10;4;5;7;5;7;4;8;9;20;24;23;14;-;1700
".....  ALVARENGA";-;-;-;-;1;-;1;-;-;1;2;1;-;-;-;-;-;2;-;2;1;1;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;-;-;-;1;-;20
".....  SAO GERALDO DO BAIXIO";-;-;-;-;-;-;-;-;-;-;3;1;1;-;-;-;-;-;-;1;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
".....  SOBRALIA";-;-;-;-;1;1;1;-;1;1;-;-;6;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;16
".....  GALILEIA";-;5;5;13;31;29;37;32;49;39;74;41;29;12;16;9;9;6;-;4;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;443
".....  ENGENHEIRO CALDAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  CAPITAO ANDRADE";-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;1;-;-;2;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
".....  SANTA EFIGENIA DE MINAS";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  MARILAC";-;-;-;-;-;1;2;3;1;-;3;1;6;7;7;12;14;4;-;2;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66
".....  COROACI";1;-;-;-;-;1;3;-;-;1;2;2;2;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;19
".....  TUMIRITINGA";-;-;-;-;-;-;-;-;-;-;2;-;1;4;3;2;4;5;-;4;2;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30
".....  TARUMIRIM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  ALPERCATA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;5
".....  FREI INOCENCIO";1;-;1;-;-;-;-;-;-;-;-;1;-;1;-;1;1;-;4;-;-;2;-;-;-;-;1;2;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;18
"31037 Ipatinga";18;19;21;28;23;28;31;42;45;42;29;35;27;29;41;50;43;40;33;22;29;20;41;21;28;17;9;21;17;21;7;14;16;14;15;12;16;18;17;13;10;7;22;18;24;15;23;28;17;21;19;27;4;1247
".....  BRAUNAS";1;1;-;1;1;-;1;-;-;-;2;-;-;2;2;2;1;-;-;1;-;1;-;1;1;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;22
".....  ACUCENA";-;-;-;-;-;-;-;-;1;-;-;3;1;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;2;-;-;1;14
".....  MESQUITA";1;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;1;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;2;-;-;-;1;-;14
".....  SANTANA DO PARAISO";1;2;3;3;2;3;3;5;5;3;3;2;-;5;2;4;9;4;4;2;4;1;10;-;2;-;4;4;2;2;2;2;2;1;4;2;3;2;3;-;3;1;6;2;2;2;4;5;2;2;1;7;1;153
".....  IPATINGA";14;12;15;22;14;11;20;23;32;26;16;21;21;20;32;42;29;28;24;18;21;17;26;16;20;12;5;17;14;16;5;9;14;12;10;8;12;14;12;10;6;5;13;14;20;12;16;18;12;16;17;16;2;877
".....  SAO JOAO DO ORIENTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
".....  IAPU";-;-;-;-;3;1;4;2;2;3;3;-;2;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23
".....  IPABA";-;2;-;-;-;2;-;2;1;2;1;1;1;1;2;-;2;3;1;-;3;-;1;4;2;-;-;-;1;1;-;2;-;-;1;-;-;1;1;2;-;1;1;-;-;-;-;2;1;-;1;2;-;48
".....  NAQUE";-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
".....  JOANESIA";-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
".....  BELO ORIENTE";1;1;3;2;2;11;3;5;3;7;3;6;1;1;3;2;-;1;2;-;-;1;1;-;1;4;-;-;-;1;-;-;-;-;-;2;-;-;1;1;-;-;-;-;2;-;2;1;1;1;-;1;-;77
".....  BUGRE";-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;6
"31038 Mantena";1;-;-;-;1;-;2;-;4;3;2;1;3;3;7;9;2;3;5;1;-;-;1;-;2;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52
".....  SAO JOAO DO MANTENINHA";-;-;-;-;1;-;-;-;-;-;1;1;-;1;2;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
".....  MANTENA";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  ITABIRINHA";-;-;-;-;-;-;-;-;4;3;1;-;1;1;4;7;2;2;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28
".....  DIVINO DAS LARANJEIRAS";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
".....  NOVA BELEM";-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  CENTRAL DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"31040 Resplendor";53;32;51;36;28;13;10;21;10;8;5;7;17;15;3;9;4;5;13;4;1;1;1;1;3;2;2;-;2;1;-;1;-;2;1;-;2;1;-;-;-;-;1;-;-;1;-;-;2;-;6;2;-;377
".....  SANTA RITA DO ITUETO";-;2;4;6;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
".....  CONSELHEIRO PENA";3;1;4;6;12;7;8;15;4;4;2;6;11;11;2;6;4;3;10;4;1;-;-;1;2;2;2;-;2;-;-;1;-;1;1;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;2;1;-;142
".....  CUPARAQUE";-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  GOIABEIRA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  AIMORES";1;-;5;3;3;1;-;2;-;2;2;1;5;1;1;1;-;-;2;-;-;1;1;-;1;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;2;-;-;40
".....  RESPLENDOR";46;28;37;18;10;5;2;4;5;1;1;-;1;3;-;2;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;-;170
".....  ITUETA";3;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
